Date,Open,High,Low,Close,Volume,closeTime,QuoteVolume,Trades,TakerBuyBase,TakerBuyQuote,openTimeStamp,closeTimeStamp
2025-10-27 05:00:00+00:00,115256.43,115652.89,115256.43,115556.57,828.01463,2025-10-27 05:59:59.999000+00:00,95645179.3924769,135131,404.98104,46776028.6719586,1761541200000,1761544799999
2025-10-27 06:00:00+00:00,115556.56,116129.5,115361.65,116053.49,1794.85942,2025-10-27 06:59:59.999000+00:00,207780611.34799153,166032,957.27225,110834482.2004569,1761544800000,1761548399999
2025-10-27 07:00:00+00:00,116053.5,116400.0,115489.53,115554.6,2455.66454,2025-10-27 07:59:59.999000+00:00,284419362.1471941,212743,1089.34948,126193997.0202028,1761548400000,1761551999999
2025-10-27 08:00:00+00:00,115554.59,115607.48,114900.0,115014.88,1249.66033,2025-10-27 08:59:59.999000+00:00,144016435.3878071,171370,536.48215,61825592.9844642,1761552000000,1761555599999
2025-10-27 09:00:00+00:00,115014.88,115356.99,114814.69,115254.01,1148.54888,2025-10-27 09:59:59.999000+00:00,132165638.7447577,196374,611.43122,70367580.0139573,1761555600000,1761559199999
2025-10-27 10:00:00+00:00,115254.01,115550.02,115120.9,115447.94,557.73562,2025-10-27 10:59:59.999000+00:00,64359135.3163291,115696,305.8229,35287414.1372548,1761559200000,1761562799999
2025-10-27 11:00:00+00:00,115447.93,115528.74,115128.04,115362.02,745.97843,2025-10-27 11:59:59.999000+00:00,86084054.0204299,130271,461.26449,53228097.3692218,1761562800000,1761566399999
2025-10-27 12:00:00+00:00,115362.02,115437.48,115000.0,115065.67,1172.23501,2025-10-27 12:59:59.999000+00:00,135095351.664401,144496,733.3085,84516651.211648,1761566400000,1761569999999
2025-10-27 13:00:00+00:00,115065.96,115415.99,114566.83,115264.28,1010.17279,2025-10-27 13:59:59.999000+00:00,116155980.5272393,222938,450.77577,51846699.6889195,1761570000000,1761573599999
2025-10-27 14:00:00+00:00,115264.29,115358.0,114503.99,114810.05,987.16577,2025-10-27 14:59:59.999000+00:00,113346382.444974,247598,471.71515,54164233.9824145,1761573600000,1761577199999
2025-10-27 15:00:00+00:00,114810.06,115224.44,114778.0,114969.68,1323.86576,2025-10-27 15:59:59.999000+00:00,152257758.2777641,236007,916.56541,105422211.1358486,1761577200000,1761580799999
2025-10-27 16:00:00+00:00,114969.68,115636.86,114872.12,115497.57,818.25063,2025-10-27 16:59:59.999000+00:00,94370882.9849529,195161,520.53885,60033261.119794,1761580800000,1761584399999
2025-10-27 17:00:00+00:00,115497.57,115706.06,115311.19,115706.06,442.08673,2025-10-27 17:59:59.999000+00:00,51083126.1021415,127813,236.0676,27279812.4504822,1761584400000,1761587999999
2025-10-27 18:00:00+00:00,115706.06,115790.0,115325.0,115342.19,400.61809,2025-10-27 18:59:59.999000+00:00,46284593.9921751,110260,165.87999,19168234.7069505,1761588000000,1761591599999
2025-10-27 19:00:00+00:00,115342.18,115342.19,114790.81,114942.64,597.25209,2025-10-27 19:59:59.999000+00:00,68677030.0971352,133463,308.74996,35501689.5287158,1761591600000,1761595199999
2025-10-27 20:00:00+00:00,114942.64,114942.64,114408.0,114455.17,550.98109,2025-10-27 20:59:59.999000+00:00,63187740.8836533,106295,240.72702,27609123.6268818,1761595200000,1761598799999
2025-10-27 21:00:00+00:00,114455.17,114626.99,114135.61,114302.7,494.80813,2025-10-27 21:59:59.999000+00:00,56591774.7878258,104304,240.57136,27519730.2948141,1761598800000,1761602399999
2025-10-27 22:00:00+00:00,114302.69,114585.01,114059.4,114112.51,475.05268,2025-10-27 22:59:59.999000+00:00,54301780.7853126,125956,235.03703,26870531.1350761,1761602400000,1761605999999
2025-10-27 23:00:00+00:00,114112.5,114226.23,113830.01,114107.65,715.22221,2025-10-27 23:59:59.999000+00:00,81562856.5145796,128439,298.43458,34038134.7753383,1761606000000,1761609599999
2025-10-28 00:00:00+00:00,114107.65,114374.2,113788.32,113961.67,554.9177,2025-10-28 00:59:59.999000+00:00,63281962.5098951,147498,259.24426,29565983.8613697,1761609600000,1761613199999
2025-10-28 01:00:00+00:00,113961.67,114547.2,113961.67,114424.76,485.50547,2025-10-28 01:59:59.999000+00:00,55484489.8016703,107761,325.07276,37152838.4618943,1761613200000,1761616799999
2025-10-28 02:00:00+00:00,114424.76,114474.1,113569.91,113936.94,686.4219,2025-10-28 02:59:59.999000+00:00,78225818.8840238,138009,258.79314,29501471.4247638,1761616800000,1761620399999
2025-10-28 03:00:00+00:00,113936.93,114109.86,113717.0,113908.24,457.29772,2025-10-28 03:59:59.999000+00:00,52086227.9801656,141394,219.85502,25042950.757628,1761620400000,1761623999999
2025-10-28 04:00:00+00:00,113908.25,114076.91,113761.71,113964.59,440.12507,2025-10-28 04:59:59.999000+00:00,50133981.9228024,99821,232.58092,26493895.3350453,1761624000000,1761627599999
2025-10-28 05:00:00+00:00,113964.6,113981.73,113483.3,113605.31,628.71639,2025-10-28 05:59:59.999000+00:00,71514376.3780922,133028,215.76748,24547639.3409078,1761627600000,1761631199999
2025-10-28 06:00:00+00:00,113605.32,114186.01,113605.32,114115.52,542.51916,2025-10-28 06:59:59.999000+00:00,61797503.4729902,102122,327.00039,37245095.7321252,1761631200000,1761634799999
2025-10-28 07:00:00+00:00,114115.52,114364.99,114091.51,114188.37,579.31808,2025-10-28 07:59:59.999000+00:00,66164989.5344358,105977,401.80328,45889948.0178762,1761634800000,1761638399999
2025-10-28 08:00:00+00:00,114188.38,114480.19,114113.3,114427.23,307.52828,2025-10-28 08:59:59.999000+00:00,35164965.7971989,98993,182.54672,20873468.3613987,1761638400000,1761641999999
2025-10-28 09:00:00+00:00,114427.23,114634.46,114205.28,114528.6,373.30544,2025-10-28 09:59:59.999000+00:00,42716448.8697386,84034,216.92357,24823347.6535199,1761642000000,1761645599999
2025-10-28 10:00:00+00:00,114528.61,114608.78,114429.78,114595.71,230.0126,2025-10-28 10:59:59.999000+00:00,26340048.9074943,54848,136.26007,15603862.2085818,1761645600000,1761649199999
2025-10-28 11:00:00+00:00,114595.7,114673.68,114297.06,114357.73,326.08736,2025-10-28 11:59:59.999000+00:00,37331649.8008823,81566,157.79286,18066624.801511,1761649200000,1761652799999
2025-10-28 12:00:00+00:00,114357.72,114517.29,114138.06,114449.55,421.93096,2025-10-28 12:59:59.999000+00:00,48230256.913485,87749,225.41002,25769257.9079661,1761652800000,1761656399999
2025-10-28 13:00:00+00:00,114449.55,115522.91,114449.55,115522.9,1045.59275,2025-10-28 13:59:59.999000+00:00,120331517.0142258,256497,658.27852,75747449.6082612,1761656400000,1761659999999
2025-10-28 14:00:00+00:00,115522.91,116086.0,114223.63,115068.17,1820.63839,2025-10-28 14:59:59.999000+00:00,209915477.2160654,369067,880.77503,101549706.3140331,1761660000000,1761663599999
2025-10-28 15:00:00+00:00,115068.18,115425.84,114516.0,114641.38,720.35046,2025-10-28 15:59:59.999000+00:00,82841385.4651055,240080,380.35675,43757190.7809958,1761663600000,1761667199999
2025-10-28 16:00:00+00:00,114641.38,115500.0,114530.0,115341.59,754.64859,2025-10-28 16:59:59.999000+00:00,86821754.1211718,260115,398.67659,45864115.5808987,1761667200000,1761670799999
2025-10-28 17:00:00+00:00,115341.59,115591.41,115229.45,115290.0,436.8649,2025-10-28 17:59:59.999000+00:00,50429246.8379609,143501,154.0333,17781820.6376629,1761670800000,1761674399999
2025-10-28 18:00:00+00:00,115289.99,115366.45,114642.94,115022.8,370.32321,2025-10-28 18:59:59.999000+00:00,42584232.5587273,120478,155.62014,17887936.7157964,1761674400000,1761677999999
2025-10-28 19:00:00+00:00,115022.8,115075.08,113566.44,113689.99,1157.95866,2025-10-28 19:59:59.999000+00:00,132030875.8649517,283999,477.54125,54444053.5378452,1761678000000,1761681599999
2025-10-28 20:00:00+00:00,113689.0,113703.32,112324.82,112808.05,1738.00789,2025-10-28 20:59:59.999000+00:00,196178029.20532,347122,767.66752,86634512.7812731,1761681600000,1761685199999
2025-10-28 21:00:00+00:00,112808.05,113225.53,112211.0,112994.4,726.23538,2025-10-28 21:59:59.999000+00:00,81861470.446223,184329,383.85061,43279275.0800875,1761685200000,1761688799999
2025-10-28 22:00:00+00:00,112994.41,113289.02,112838.81,113224.08,336.06989,2025-10-28 22:59:59.999000+00:00,38004803.4256422,131911,202.44808,22896681.4661028,1761688800000,1761692399999
2025-10-28 23:00:00+00:00,113224.08,113224.08,112779.57,112898.45,383.04632,2025-10-28 23:59:59.999000+00:00,43282016.9360062,109946,147.01746,16612559.648828,1761692400000,1761695999999
2025-10-29 00:00:00+00:00,112898.44,112898.45,112442.87,112442.88,505.29871,2025-10-29 00:59:59.999000+00:00,56938021.6391438,131496,215.38821,24269038.7165861,1761696000000,1761699599999
2025-10-29 01:00:00+00:00,112442.87,112975.75,112100.0,112500.03,916.66416,2025-10-29 01:59:59.999000+00:00,103081074.1032583,207566,499.55401,56197093.3215663,1761699600000,1761703199999
2025-10-29 02:00:00+00:00,112500.03,112780.0,112414.47,112666.75,352.69724,2025-10-29 02:59:59.999000+00:00,39709974.543523,100937,193.11715,21744878.0888178,1761703200000,1761706799999
2025-10-29 03:00:00+00:00,112666.75,112666.75,112339.77,112523.49,301.5613,2025-10-29 03:59:59.999000+00:00,33927017.1784875,95195,144.73278,16282910.364068,1761706800000,1761710399999
2025-10-29 04:00:00+00:00,112523.49,112878.65,112505.58,112810.55,311.50456,2025-10-29 04:59:59.999000+00:00,35115797.567291,85105,178.06738,20071837.0765483,1761710400000,1761713999999
2025-10-29 05:00:00+00:00,112810.56,113379.0,112807.34,113039.1,640.93765,2025-10-29 05:59:59.999000+00:00,72482247.5266358,137512,340.27875,38482135.3065294,1761714000000,1761717599999
2025-10-29 06:00:00+00:00,113039.09,113348.78,112976.93,113284.2,443.58086,2025-10-29 06:59:59.999000+00:00,50181954.5815974,124967,250.89162,28382347.0026722,1761717600000,1761721199999
2025-10-29 07:00:00+00:00,113284.21,113577.9,113240.01,113577.9,640.61019,2025-10-29 07:59:59.999000+00:00,72626563.7956935,129280,454.07806,51479550.7030851,1761721200000,1761724799999
2025-10-29 08:00:00+00:00,113577.9,113624.12,112956.0,113070.94,507.26681,2025-10-29 08:59:59.999000+00:00,57454592.3378987,134245,239.45703,27123270.9990422,1761724800000,1761728399999
2025-10-29 09:00:00+00:00,113070.94,113105.08,112768.63,112974.44,659.57288,2025-10-29 09:59:59.999000+00:00,74488830.444785,121245,301.47245,34046146.205206,1761728400000,1761731999999
2025-10-29 10:00:00+00:00,112974.44,113186.58,112870.76,113033.21,300.07601,2025-10-29 10:59:59.999000+00:00,33915145.179771,89169,130.86046,14791540.5898443,1761732000000,1761735599999
